t_start_ms,i,o,h,l,c,v,n
1760824045000,HC2501,3049.76,3051.01,3023.16,3024.78,15484,323
1760824050000,RB2501,3013.84,3022.87,3010.91,3018.86,16715,321
1760824050000,HC2501,3024.26,3037.1,3024.16,3031.99,16941,321
1760824055000,RB2501,3018.89,3024.58,3012.64,3017.21,16633,322
1760824055000,HC2501,3031.37,3050.21,3029.13,3037.07,17020,322
1760824060000,RB2501,3016.57,3025.9,3015.09,3022.37,15721,322
1760824060000,HC2501,3036.08,3050.61,3035.15,3046.74,16602,322
t_start_ms,i,o,h,l,c,v,n
1760824360000,RB2501,2999.62,3011.18,2994.47,3007.02,13455,255
1760824360000,HC2501,2999.86,3016.13,2998.81,3000.54,12907,255
1760824365000,RB2501,3006.09,3009.23,3000.24,3005.26,16789,323
1760824365000,HC2501,3001.29,3001.9,2981.39,2981.39,16873,323
1760824370000,RB2501,3006.04,3006.46,2987.25,2995.4,16523,322
1760824370000,HC2501,2982.1,3006.03,2979.9,3003.52,16190,322
1760824375000,RB2501,2994.96,2996.46,2984.39,2992.87,16738,323
1760824375000,HC2501,3003.03,3005.17,2990.1,2990.76,16768,323
1760824380000,RB2501,2991.88,2995.73,2983.85,2985.71,15942,322
1760824380000,HC2501,2990.66,3007.41,2984.74,3000.83,15959,322
1760824385000,RB2501,2985.4,2986.24,2975.27,2982.77,15970,323
1760824385000,HC2501,3000.01,3004.09,2991.48,3000.19,16674,323
1760824390000,RB2501,2982.62,2983.69,2965.38,2972.64,15822,322
1760824390000,HC2501,3000.92,3000.93,2971.24,2971.35,16618,322
1760824395000,RB2501,2972.8,2975.31,2961.72,2966.25,16564,323
1760824395000,HC2501,2971.15,2973.3,2961.04,2972.61,16423,323
1760824400000,RB2501,2965.25,2987.68,2965.25,2981.97,17295,322
1760824400000,HC2501,2972.47,2972.47,2955.41,2961.34,16125,322
1760824405000,RB2501,2981.62,2992.71,2979.89,2987.67,15890,322
1760824405000,HC2501,2961.31,2970.59,2955.84,2965.71,16205,322
1760824410000,RB2501,2987.86,2988.08,2958.49,2969.59,16284,322
1760824410000,HC2501,2966.62,2972.97,2958.02,2969.05,16904,322
1760824415000,RB2501,2968.78,2993.89,2962.28,2992.66,16125,322
1760824415000,HC2501,2969.91,2985.65,2969.19,2985.43,16597,322
1760824420000,RB2501,2992.36,2999,2987.27,2989.45,16501,323
1760824420000,HC2501,2985.3,2988.17,2972.91,2982.7,16580,323
1760824425000,RB2501,2989.49,2993.04,2977.14,2978.58,16303,322
1760824425000,HC2501,2982.13,2999.23,2978.19,2996.01,16501,322
1760824430000,RB2501,2978.99,2991.19,2977.11,2983.64,16427,322
1760824430000,HC2501,2995.79,3005.74,2984.41,2987.39,16594,322
1760824435000,RB2501,2984.03,2984.77,2961.4,2965.03,16220,323
1760824435000,HC2501,2986.94,2997.84,2985.53,2989.9,15843,323
1760824440000,RB2501,2964.7,2979.53,2963.53,2978.72,16072,321
1760824440000,HC2501,2989.46,2994.13,2974.86,2978.43,16002,321
1760824445000,RB2501,2978.73,2985.38,2972.8,2985.29,16497,322
1760824445000,HC2501,2978.33,2983.4,2971.89,2981.55,16320,322
1760824450000,RB2501,2986.05,2989.58,2977.77,2987.32,16163,323
1760824450000,HC2501,2981.01,2983.83,2966.83,2966.83,16373,323
1760824455000,RB2501,2987.4,2995.84,2983.46,2988.69,16135,323
1760824455000,HC2501,2965.88,2990.26,2961.64,2989.7,16631,323
1760824460000,RB2501,2988.22,2994.41,2981.05,2993.94,16040,322
1760824460000,HC2501,2990.35,3000.47,2986.81,2986.81,16220,322
1760824465000,RB2501,2994.43,3000.13,2987.61,2995.97,17102,323
1760824465000,HC2501,2985.93,2991.56,2980.08,2987.93,16704,323
1760824470000,RB2501,2995.41,3004.87,2987.4,2988.63,16311,322
1760824470000,HC2501,2988.33,2993.22,2980.43,2980.43,16743,322
1760824475000,RB2501,2989.61,2991.59,2974.9,2978.33,16718,323
1760824475000,HC2501,2979.44,2986.58,2970.29,2972.33,16517,323
1760824480000,RB2501,2977.4,2985.59,2976.26,2979.13,16366,322
1760824480000,HC2501,2972.16,2985.69,2971.11,2979.24,16394,322
1760824485000,RB2501,2979.72,2979.72,2961.97,2967.25,16804,323
1760824485000,HC2501,2979.48,2992.82,2977.67,2989.77,15548,323
1760824490000,RB2501,2967.06,2989.49,2965.38,2987.71,16436,322
1760824490000,HC2501,2990.31,3002.22,2988.38,2998.79,16912,322
1760824495000,RB2501,2988.45,2996.79,2982.82,2982.82,16365,324
1760824495000,HC2501,2997.95,3011.38,2995.88,3010,16289,324
1760824500000,RB2501,2982.73,2989.2,2975.33,2989.1,16360,322
1760824500000,HC2501,3009.11,3027.82,3008.96,3020.66,16291,322
1760824505000,RB2501,2988.22,2994.96,2982.21,2988.7,16146,322
1760824505000,HC2501,3019.82,3038.52,3019.79,3031.93,15786,322
1760824510000,RB2501,2987.82,2994.69,2978.24,2984.76,16321,323
1760824510000,HC2501,3031.17,3031.79,3011.98,3015.54,16562,323
1760824515000,RB2501,2985.26,2996.5,2981.65,2993.58,16096,323
1760824515000,HC2501,3015.46,3024.18,3014.71,3024.09,16300,323
1760824520000,RB2501,2993.42,2995.68,2984.63,2992.74,16665,323
1760824520000,HC2501,3023.97,3025.55,3013.35,3016.14,16348,323
1760824525000,RB2501,2993.47,3010.67,2993.47,3008.18,16245,323
1760824525000,HC2501,3015.26,3017.61,3009.87,3013.5,16284,323
1760824530000,RB2501,3007.54,3016.9,3006.76,3009.83,15516,322
1760824530000,HC2501,3014.35,3019.52,3008.8,3008.8,16522,322
1760824535000,RB2501,3009.86,3012.07,2996.53,3002.75,16188,322
1760824535000,HC2501,3007.99,3011.21,3001.62,3002.44,16172,322
1760824540000,RB2501,3002.89,3019.37,3002.55,3012.51,16658,322
1760824540000,HC2501,3002.02,3006.33,2988.38,3005.26,15951,322
1760824545000,RB2501,3012.55,3017.86,3000.53,3006.39,16828,322
1760824545000,HC2501,3005.68,3010.04,2996.88,2999.03,16026,322
1760824550000,RB2501,3005.45,3006.78,2995.57,2997.31,16323,323
1760824550000,HC2501,2999.3,3001.01,2990.81,3000.65,16718,323
1760824555000,RB2501,2996.52,2999.01,2982.98,2987.37,16760,322
1760824555000,HC2501,3000.04,3003.65,2989.19,2994.92,17681,322
1760824560000,RB2501,2987.16,2997.66,2984.32,2994,16945,323
1760824560000,HC2501,2995.44,2995.85,2982.11,2990.11,16261,323
1760824565000,RB2501,2993.95,2996.6,2969.33,2969.33,16609,322
1760824565000,HC2501,2989.95,2996.13,2987.41,2989.9,16968,322
1760824570000,RB2501,2969.7,2982.3,2965.33,2972.34,16147,323
1760824570000,HC2501,2989.13,2991.74,2968.37,2969.55,16630,323
1760824575000,RB2501,2973.2,2978.28,2963.83,2969.88,16500,323
1760824575000,HC2501,2968.59,2970.39,2958.16,2962,16599,323
1760824580000,RB2501,2969.81,2982.35,2966.37,2981.73,17001,324
1760824580000,HC2501,2962.88,2971.55,2957.32,2959.08,16442,324
1760824585000,RB2501,2982.62,2983.77,2968.06,2971.51,16802,323
1760824585000,HC2501,2959.8,2960.54,2945.01,2947.2,16700,323
1760824590000,RB2501,2971.13,2982.25,2968.06,2968.06,17600,322
1760824590000,HC2501,2946.73,2952.5,2940.42,2945.86,17078,322
1760824595000,RB2501,2968.36,2972.01,2952.2,2954.01,15836,323
1760824595000,HC2501,2946.51,2951.96,2932.01,2934.44,17010,323
1760824600000,RB2501,2953.47,2953.47,2939.31,2940.21,16445,323
1760824600000,HC2501,2935.3,2955.06,2935.3,2949.6,16483,323
1760824605000,RB2501,2939.57,2950.22,2937.53,2941.08,17048,323
1760824605000,HC2501,2950.4,2964.03,2942.91,2961.38,16131,323
1760824610000,RB2501,2940.42,2960.07,2938.45,2954.24,17063,323
1760824610000,HC2501,2960.95,2966.31,2953.64,2954.66,16975,323
1760824615000,RB2501,2954.4,2958.79,2949.04,2958.63,16539,323
1760824615000,HC2501,2955.65,2955.65,2943.27,2944.29,16532,323
1760824620000,RB2501,2959.05,2964.37,2948.14,2953.51,17324,324
1760824620000,HC2501,2943.33,2944.98,2929.46,2936.7,16476,324
1760824625000,RB2501,2953.45,2958.43,2944.51,2949.43,16483,322
1760824625000,HC2501,2937.59,2957.36,2937.43,2948.47,16731,322
1760824630000,RB2501,2950.34,2963.16,2949.43,2962.55,16082,323
1760824630000,HC2501,2948.96,2962.79,2942.26,2962.62,16367,323
1760824635000,RB2501,2962.22,2982.98,2959.68,2976.38,16860,323
1760824635000,HC2501,2961.73,2963.26,2942.97,2946.54,16016,323
1760824640000,RB2501,2975.89,2985.6,2973.25,2983.45,16519,322
1760824640000,HC2501,2947.25,2965.13,2945.51,2959.74,17004,322
1760824645000,RB2501,2983.97,2990.16,2976.45,2984.72,15995,322
1760824645000,HC2501,2960.66,2962.92,2946.82,2948.06,17017,322
1760824650000,RB2501,2985.59,3006.22,2980.76,3001.41,16410,322
1760824650000,HC2501,2947.66,2952.62,2944.89,2945.55,16592,322
1760824655000,RB2501,3000.46,3022.19,2999.3,3019.06,16333,322
1760824655000,HC2501,2945.04,2952.08,2940.59,2943.14,16474,322
1760824660000,RB2501,3019.07,3025.5,3015.99,3023.03,16520,323
1760824660000,HC2501,2942.6,2956.75,2942.6,2952.4,16334,323
1760824665000,RB2501,3022.11,3022.18,3001.96,3007.24,16314,322
1760824665000,HC2501,2953.38,2960.82,2948.74,2953.02,16710,322
1760824670000,RB2501,3007.6,3008.18,2990.7,2996.1,16645,322
1760824670000,HC2501,2953.93,2959.6,2943.31,2951.59,16889,322
1760824675000,RB2501,2996.78,3005.28,2989.93,2991.22,16042,322
1760824675000,HC2501,2950.74,2953.74,2933.56,2934.16,16838,322
1760824680000,RB2501,2991.69,2999.67,2983.23,2999.67,16597,323
1760824680000,HC2501,2933.75,2943,2929.46,2940.35,16266,323
1760824685000,RB2501,2999.69,3010.92,2985.26,2985.74,16519,324
1760824685000,HC2501,2940.68,2941.4,2927.39,2933.68,16386,324
1760824690000,RB2501,2985.78,2991.43,2978.57,2989.94,16053,324
1760824690000,HC2501,2933.39,2947.5,2925.69,2942.22,16558,324
1760824695000,RB2501,2989.04,2997.92,2986.67,2996.42,16104,322
1760824695000,HC2501,2941.93,2956.14,2940.02,2954.19,16649,322
1760824700000,RB2501,2997.19,3001.03,2979.15,2979.15,15849,323
1760824700000,HC2501,2954.96,2955.62,2931.34,2937.25,16051,323
1760824705000,RB2501,2978.39,2992.85,2975.46,2981.39,15961,323
1760824705000,HC2501,2936.87,2936.87,2921.79,2923.9,16982,323
1760824710000,RB2501,2981.48,2984.95,2967.94,2974.47,16254,322
1760824710000,HC2501,2923.34,2927.01,2914.62,2926.26,16283,322
1760824715000,RB2501,2974.59,2982.64,2965.38,2975.42,16643,323
1760824715000,HC2501,2927.26,2940.4,2925.15,2938.14,15968,323
1760824720000,RB2501,2975.12,2983.61,2965.77,2969.48,16699,322
1760824720000,HC2501,2938.83,2939.54,2926.52,2928.89,16030,322
1760824725000,RB2501,2969.01,2983.89,2963.19,2976.62,16194,322
1760824725000,HC2501,2928.31,2930.74,2919.33,2924.78,16654,322
1760824730000,RB2501,2977.59,2984.47,2970.83,2974.19,16075,322
1760824730000,HC2501,2924.77,2927.26,2901.3,2906.84,16267,322
1760824735000,RB2501,2973.64,2983.34,2963.49,2968.87,16275,323
1760824735000,HC2501,2906.87,2930.42,2904.38,2924.28,16485,323
1760824740000,RB2501,2968.51,2970.97,2955.42,2958.35,16249,322
1760824740000,HC2501,2924.09,2934.56,2924.09,2928.5,16538,322
1760824745000,RB2501,2957.42,2964.07,2955.9,2955.9,16608,324
1760824745000,HC2501,2928.63,2929.5,2910.91,2920.12,16404,324
1760824750000,RB2501,2955.12,2956.6,2941.54,2950.39,16509,322
1760824750000,HC2501,2920.92,2924.86,2912,2912,16127,322
1760824755000,RB2501,2951.15,2951.15,2939.71,2946.02,16591,324
1760824755000,HC2501,2911.99,2920.69,2905.59,2910.45,16737,324
1760824760000,RB2501,2945.4,2957.29,2938.76,2950.43,15777,322
1760824760000,HC2501,2910.54,2938.94,2910.54,2938.94,17155,322
1760824765000,RB2501,2950.35,2953.41,2932.32,2935.04,16868,323
1760824765000,HC2501,2938.85,2942.65,2922.73,2923.6,16276,323
1760824770000,RB2501,2935.76,2943.22,2932.61,2934.79,16650,322
1760824770000,HC2501,2924.38,2925.48,2915.26,2918.9,16518,322
1760824775000,RB2501,2935.22,2950.99,2933.44,2938.46,16506,323
1760824775000,HC2501,2918.23,2935.11,2917.6,2930.38,16356,323
1760824780000,RB2501,2937.52,2940.47,2930.13,2931.42,16540,322
1760824780000,HC2501,2930.56,2938.49,2928.86,2936.66,16784,322
1760824785000,RB2501,2930.47,2940.36,2928.51,2932.49,16219,322
1760824785000,HC2501,2936.84,2946.56,2934.74,2941.18,16155,322
1760824790000,RB2501,2931.99,2937.67,2919.03,2922.07,16038,323
1760824790000,HC2501,2941.64,2950.4,2936.43,2949.64,17223,323
1760824795000,RB2501,2922.76,2933.47,2916.26,2916.35,16323,323
1760824795000,HC2501,2948.92,2956.91,2945.93,2947.97,16357,323
1760824800000,RB2501,2916.54,2920.61,2901.07,2907.25,17347,322
1760824800000,HC2501,2948.15,2976.35,2945.44,2972.67,16995,322
1760824805000,RB2501,2907.95,2915.47,2904,2910.12,16478,321
1760824805000,HC2501,2971.96,2979.47,2966.47,2972.68,16812,321
1760824810000,RB2501,2910.08,2912.1,2896.87,2909.75,15995,322
1760824810000,HC2501,2971.91,2976.56,2962.89,2965.63,16311,322
1760824815000,RB2501,2910.23,2919.04,2903.57,2913.79,16131,322
1760824815000,HC2501,2966.14,2982.02,2964.34,2981.13,15913,322
1760824820000,RB2501,2914.26,2931.27,2912.78,2926.59,16499,322
1760824820000,HC2501,2980.89,2995.79,2979.24,2985.89,16125,322
1760824825000,RB2501,2926.48,2932.69,2921.15,2924.57,16463,322
1760824825000,HC2501,2985.48,2987.5,2973.46,2980.8,16162,322
1760824830000,RB2501,2924.63,2930.24,2912.42,2913,16858,319
1760824830000,HC2501,2981.63,2991.6,2978.23,2988.31,16473,319
1760824835000,RB2501,2912.69,2921.1,2905.48,2913.38,15967,322
1760824835000,HC2501,2988.04,2995.51,2980.09,2993.25,16486,322
1760824840000,RB2501,2912.99,2925.48,2910.75,2916.84,15929,321
1760824840000,HC2501,2993.8,3008.26,2993.7,3001.74,16325,321
1760824845000,RB2501,2917.37,2928.96,2913.74,2914.42,16579,319
1760824845000,HC2501,3000.88,3026.14,2999.81,3020.98,16039,319
1760824850000,RB25
