t_start_ms,i,o,h,l,c,v,n
1760867430000,HC2501,3058.9,3067.41,3056.95,3059.53,16173,322
1760867435000,RB2501,3010.07,3020.35,3001.48,3014.17,16644,322
1760867435000,HC2501,3059.77,3067.47,3058.56,3065.11,16212,322
1760867440000,RB2501,3014.4,3021.41,3005.89,3020.02,16650,322
1760867440000,HC2501,3065.81,3071.99,3059.65,3066.71,15973,322
1760867445000,RB2501,3020.74,3025.58,3011.62,3014.59,16335,323
1760867445000,HC2501,3065.87,3065.87,3056.36,3065.25,16364,323
1760867450000,RB2501,3015.03,3027.9,3012.44,3027.69,16620,322
1760867450000,HC2501,3065.25,3070.47,3062.25,3065.75,15763,322
1760867455000,RB2501,3028.22,3034.41,3024.22,3029.04,16059,322
1760867455000,HC2501,3066.75,3068.92,3050.13,3060.24,16272,322
1760867460000,RB2501,3029.34,3033.77,3021.68,3022.4,17014,322
1760867460000,HC2501,3059.55,3067.07,3052.3,3057.99,16552,322
1760867465000,RB2501,3021.84,3038.81,3017.66,3034.86,17011,322
1760867465000,HC2501,3058.24,3067.44,3055.78,3063.5,16946,322
1760867470000,RB2501,3034.33,3034.33,3018.91,3026.79,16446,323
1760867470000,HC2501,3063.27,3076.9,3058.58,3076.33,16808,323
1760867475000,RB2501,3025.93,3040.58,3025.93,3034.55,16116,323
1760867475000,HC2501,3075.39,3077.86,3059.38,3062.79,16501,323
1760867480000,RB2501,3034.99,3034.99,3020.99,3031.2,15951,323
1760867480000,HC2501,3063.47,3067.13,3049.9,3058.27,16733,323
1760867485000,RB2501,3030.6,3033.09,3019.88,3026.5,16648,321
1760867485000,HC2501,3057.72,3077.82,3052.23,3077.82,16461,321
1760867490000,RB2501,3027.4,3033.76,3016.21,3028.58,16165,323
1760867490000,HC2501,3077.94,3102.69,3077.82,3098.86,16967,323
1760867495000,RB2501,3028.04,3040.46,3028.04,3034.79,16019,322
1760867495000,HC2501,3098.58,3100.27,3090.29,3098.48,16624,322
1760867500000,RB2501,3034.33,3047.78,3034.12,3044.95,16120,322
1760867500000,HC2501,3099.22,3111.96,3096.69,3104.13,16493,322
1760867505000,RB2501,3044.68,3044.72,3028.12,3030.2,16610,323
1760867505000,HC2501,3103.28,3104.53,3088.31,3091.29,15952,323
1760867510000,RB2501,3029.46,3043.77,3027.06,3040.97,16824,322
1760867510000,HC2501,3090.52,3096.76,3077.77,3083.32,16212,322
1760867515000,RB2501,3041.59,3054.08,3038.81,3052.28,16737,323
1760867515000,HC2501,3083.63,3085.97,3073.93,3082.7,16051,323
1760867520000,RB2501,3051.41,3051.41,3039.42,3046.03,15875,322
1760867520000,HC2501,3083.04,3097.73,3079.8,3094.67,16326,322
1760867525000,RB2501,3045.7,3056.12,3038.28,3044.95,16186,322
1760867525000,HC2501,3095.28,3106.3,3090.62,3091.07,17086,322
1760867530000,RB2501,3045.54,3050.79,3034.86,3050.5,16646,323
1760867530000,HC2501,3091.5,3103.42,3089.15,3103.42,16602,323
1760867535000,RB2501,3049.76,3057.02,3046.14,3046.5,16005,322
1760867535000,HC2501,3102.69,3102.69,3080.93,3081.78,16842,322
1760867540000,RB2501,3047.17,3050.22,3039.62,3040.32,16651,322
1760867540000,HC2501,3081.67,3086.29,3076.15,3080.11,16802,322
1760867545000,RB2501,3041.08,3056.63,3038.12,3055.64,16510,323
1760867545000,HC2501,3079.23,3091.07,3075.94,3088.91,16869,323
1760867550000,RB2501,3055.48,3057.42,3037.7,3038.21,16439,323
1760867550000,HC2501,3089.17,3115.25,3089.14,3111.96,16607,323
1760867555000,RB2501,3038.39,3039.43,3029.04,3032.38,16749,322
1760867555000,HC2501,3111.75,3129.18,3111.75,3125.64,16435,322
1760867560000,RB2501,3031.97,3032.81,3008.34,3008.77,16381,322
1760867560000,HC2501,3126.17,3128.04,3115.67,3119.08,17027,322
1760867565000,RB2501,3009.62,3027.13,3009.62,3021.85,16165,323
1760867565000,HC2501,3118.96,3133.66,3118.96,3124.11,16224,323
1760867570000,RB2501,3022.64,3033.01,3021.56,3024.07,16039,322
1760867570000,HC2501,3123.35,3123.75,3110.94,3120.54,16446,322
1760867575000,RB2501,3023.85,3027.32,3012.8,3023.18,16687,323
1760867575000,HC2501,3120.13,3131.5,3117.7,3122.3,16716,323
1760867580000,RB2501,3023.76,3025.33,3010.08,3012.2,15434,323
1760867580000,HC2501,3122.03,3129.79,3119.15,3125.78,16562,323
1760867585000,RB2501,3012.83,3033.26,3012.83,3021.05,16264,322
1760867585000,HC2501,3125.59,3127.92,3116.99,3117.46,16632,322
1760867590000,RB2501,3020.3,3040.4,3018.08,3038.27,17480,322
1760867590000,HC2501,3117.25,3121.98,3107.65,3107.88,16105,322
1760867595000,RB2501,3037.43,3043.2,3034.6,3039.73,16665,323
1760867595000,HC2501,3107.91,3108.7,3092.9,3103.5,16577,323
1760867600000,RB2501,3040.02,3059.68,3037.42,3054.91,16527,323
1760867600000,HC2501,3102.69,3114.08,3102.58,3109.74,15927,323
1760867605000,RB2501,3054.62,3066.1,3053.05,3062.23,16352,322
1760867605000,HC2501,3110.43,3124.89,3102.01,3123.4,16552,322
1760867610000,RB2501,3061.63,3074.85,3049.45,3072.25,15933,323
1760867610000,HC2501,3123.59,3139.21,3119.65,3133.26,16662,323
1760867615000,RB2501,3073.03,3083.36,3069.91,3073.65,16023,322
1760867615000,HC2501,3134.08,3141.42,3124.11,3141.09,16046,322
1760867620000,RB2501,3073.93,3080.3,3071,3074.89,16443,322
1760867620000,HC2501,3141.14,3141.49,3131.49,3133.79,16323,322
1760867625000,RB2501,3075.22,3106.59,3075.22,3104.25,16046,323
1760867625000,HC2501,3134.64,3139.06,3125.45,3131.27,16863,323
1760867630000,RB2501,3105.22,3117.26,3103.85,3108.01,15323,322
1760867630000,HC2501,3131.2,3135.91,3122.02,3125.5,15976,322
1760867635000,RB2501,3108.74,3114.6,3103.24,3110.66,17038,322
1760867635000,HC2501,3124.59,3134.27,3119.98,3124.42,16566,322
1760867640000,RB2501,3110.68,3114.77,3098.65,3108.13,16466,322
1760867640000,HC2501,3123.76,3131.51,3120.42,3122.08,16058,322
1760867645000,RB2501,3107.26,3115.36,3103.94,3107.03,16364,323
1760867645000,HC2501,3122.57,3131.93,3117.28,3120.2,16361,323
1760867650000,RB2501,3107.91,3110.77,3096.56,3108.78,16397,322
1760867650000,HC2501,3120.5,3123.91,3105.65,3105.88,16256,322
1760867655000,RB2501,3108.08,3114.05,3100.85,3104.78,16771,323
1760867655000,HC2501,3106.46,3124.15,3103.9,3117.71,17138,323
1760867660000,RB2501,3105.08,3111.1,3100.02,3103.85,16735,323
1760867660000,HC2501,3117.17,3124.87,3111.6,3117.79,16103,323
1760867665000,RB2501,3104.46,3107.45,3092.97,3092.97,16261,323
1760867665000,HC2501,3118.15,3121.83,3100.04,3110.07,16225,323
1760867670000,RB2501,3093.17,3096.44,3076.6,3077.53,16460,322
1760867670000,HC2501,3109.19,3114.88,3100.58,3114.65,16749,322
1760867675000,RB2501,3077.69,3077.69,3067.28,3071.95,15705,322
1760867675000,HC2501,3115.33,3115.98,3102.34,3108.91,16836,322
1760867680000,RB2501,3072.12,3072.23,3061.14,3061.14,16121,322
1760867680000,HC2501,3108.63,3116.75,3102.68,3116.75,16569,322
1760867685000,RB2501,3060.52,3074.41,3059.13,3071.79,16230,323
1760867685000,HC2501,3116.77,3131.17,3115.52,3128.41,16067,323
1760867690000,RB2501,3071.39,3085.48,3071,3078.49,16520,323
1760867690000,HC2501,3128.01,3131.23,3123.42,3126.99,16626,323
1760867695000,RB2501,3077.93,3078.21,3067.23,3068.04,16698,323
1760867695000,HC2501,3127.89,3132.19,3120.4,3123.07,16391,323
1760867700000,RB2501,3068.09,3077.85,3064.82,3071.14,16053,322
1760867700000,HC2501,3123.37,3130.36,3115.52,3125.17,15663,322
1760867705000,RB2501,3071.92,3080.6,3069.9,3071.51,16583,323
1760867705000,HC2501,3124.86,3146.52,3124.46,3142.23,15758,323
1760867710000,RB2501,3071.32,3080.93,3069.68,3077.7,15909,322
1760867710000,HC2501,3141.5,3143.46,3127.83,3127.83,16281,322
1760867715000,RB2501,3077.45,3079.29,3067.64,3077.22,16047,323
1760867715000,HC2501,3127.84,3149.75,3124.11,3147.92,16209,323
1760867720000,RB2501,3077.79,3088.19,3077.79,3084.43,16509,323
1760867720000,HC2501,3146.96,3155.43,3141.7,3141.7,17255,323
1760867725000,RB2501,3083.88,3108.26,3083.41,3103.67,16186,322
1760867725000,HC2501,3142.25,3142.93,3125.81,3129.12,16058,322
1760867730000,RB2501,3102.91,3108.56,3095.16,3097.54,16284,322
1760867730000,HC2501,3128.94,3133.49,3122.52,3123.93,16005,322
1760867735000,RB2501,3096.72,3103.49,3090.13,3092.09,16176,323
1760867735000,HC2501,3124.66,3128.08,3115.51,3117.18,16072,323
1760867740000,RB2501,3091.16,3095.86,3084.89,3088.73,16507,323
1760867740000,HC2501,3117.88,3124.85,3115.04,3117.79,16293,323
1760867745000,RB2501,3089.39,3096.32,3081.16,3081.94,16255,323
1760867745000,HC2501,3118.4,3120.23,3105.86,3115.19,15943,323
1760867750000,RB2501,3082.41,3099.64,3079.84,3093.3,16528,322
1760867750000,HC2501,3114.21,3122.83,3102.81,3120.62,17090,322
1760867755000,RB2501,3092.47,3097.94,3080.07,3081.7,15696,323
1760867755000,HC2501,3120.09,3124.27,3114.25,3118.5,16364,323
1760867760000,RB2501,3081.51,3095.77,3079.67,3093.86,16401,322
1760867760000,HC2501,3119.09,3147.73,3119.09,3146.12,16226,322
1760867765000,RB2501,3094.71,3096.36,3083.96,3084.32,16566,322
1760867765000,HC2501,3145.23,3150.16,3139.29,3145.8,16118,322
1760867770000,RB2501,3084.96,3097.68,3083.84,3096.37,17107,323
1760867770000,HC2501,3144.89,3148.27,3137.95,3142.04,16606,323
1760867775000,RB2501,3096.16,3100.19,3090.92,3096.37,17163,323
1760867775000,HC2501,3142.23,3153.75,3140.33,3148.33,16314,323
1760867780000,RB2501,3096.62,3108.46,3089.89,3107.49,17082,323
1760867780000,HC2501,3148.42,3149.98,3137.19,3142.19,16381,323
1760867785000,RB2501,3108.05,3115.79,3093.49,3096.16,16410,323
1760867785000,HC2501,3142.91,3152.05,3140.58,3147.51,16924,323
1760867790000,RB2501,3095.87,3108.83,3092.44,3100.57,16012,323
1760867790000,HC2501,3147.63,3151.54,3137.88,3137.88,16623,323
1760867795000,RB2501,3100.75,3112.76,3092.82,3111.49,16012,322
1760867795000,HC2501,3137.98,3137.98,3121.71,3121.82,16649,322
1760867800000,RB2501,3112.46,3115.52,3102.34,3108.46,16569,323
1760867800000,HC2501,3121.15,3136.87,3116.08,3133.47,16464,323
1760867805000,RB2501,3109.12,3109.89,3094.15,3094.69,17021,322
1760867805000,HC2501,3133,3142.86,3128.79,3130.61,16469,322
1760867810000,RB2501,3094.46,3099.68,3088.2,3096.07,16778,323
1760867810000,HC2501,3130.28,3139.31,3123.73,3139.31,16458,323
1760867815000,RB2501,3096.2,3111.62,3093.48,3105.51,16766,323
1760867815000,HC2501,3139.8,3142.16,3127.68,3141.26,16665,323
1760867820000,RB2501,3105.13,3117.78,3102.66,3105.18,15724,323
1760867820000,HC2501,3141.69,3157.65,3139.09,3140.03,16519,323
1760867825000,RB2501,3104.64,3104.77,3092.28,3094.3,16003,323
1760867825000,HC2501,3140.26,3145.83,3133.03,3145.05,16651,323
1760867830000,RB2501,3094.83,3100.81,3090.38,3092.74,16326,323
1760867830000,HC2501,3144.77,3151.16,3137.41,3140.57,16476,323
1760867835000,RB2501,3092.97,3098.36,3080.11,3080.11,16233,321
1760867835000,HC2501,3140.58,3150.52,3137.1,3143.28,15742,321
1760867840000,RB2501,3079.63,3086.37,3078,3084.34,16693,323
1760867840000,HC2501,3143.77,3144.9,3129.77,3136.55,16271,323
1760867845000,RB2501,3085.19,3087.43,3069.85,3074.43,16691,322
1760867845000,HC2501,3137.05,3152.57,3137.05,3152.57,16576,322
1760867850000,RB2501,3074.54,3075.07,3060.85,3074.79,16593,323
1760867850000,HC2501,3152.64,3161.01,3149.88,3151.5,16541,323
1760867855000,RB2501,3074.97,3082.88,3067.59,3079.43,16095,323
1760867855000,HC2501,3151.15,3164.88,3151.15,3163.04,16065,323
1760867860000,RB2501,3079.72,3091.34,3079.72,3089.25,16414,323
1760867860000,HC2501,3162.83,3173.44,3161.75,3173.39,16733,323
1760867865000,RB2501,3090.22,3105.31,3088.55,3101.54,17099,323
1760867865000,HC2501,3172.87,3175.89,3159.83,3163.42,16115,323
1760867870000,RB2501,3101.05,3113.12,3095.53,3113.12,16919,323
1760867870000,HC2501,3163.13,3165.56,3147.54,3151.75,16226,323
1760867875000,RB2501,3112.55,3118.28,3103.24,3115.77,16335,323
1760867875000,HC2501,3151.52,3156.27,3145.14,3151.03,16095,323
1760867880000,RB2501,3116.16,3129.01,3110.32,3127.32,15918,323
1760867880000,HC2501,3151.59,3176.51,3151.59,3172.53,16049,323
1760867885000,RB2501,3127.95,3135.99,3122.22,3127.13,16096,323
1760867885000,HC2501,3172.69,3178.99,3167.06,3172.5,16989,323
1760867890000,RB2501,3127.13,3138,3120.52,3136.44,16107,322
1760867890000,HC2501,3172.27,3177.23,3168.44,3172.8,16880,322
1760867895000,RB2501,3136.91,3140.95,3129.56,3138.69,16757,322
1760867895000,HC2501,3173.25,3179.98,3171.02,3174.19,17119,322
1760867900000,RB2501,3137.71,3142.28,3131.35,3141.31,16570,323
1760867900000,HC2501,3174.71,3190.59,3174.71,3189.66,15857,323
1760867905000,RB2501,3142.09,3164.39,3140.88,3148.82,16827,322
1760867905000,HC2501,3190.33,3200.98,3189.53,3189.53,16309,322
1760867910000,RB2501,3148.56,3162.69,3148.46,3155.27,17007,323
1760867910000,HC2501,3188.76,3199.62,3188.01,3197.15,16355,323
1760867915000,RB2501,3156.12,3169.53,3150.49,3160.66,15858,322
1760867915000,HC2501,3197.28,3202.28,3176.67,3176.67,15960,322
1760867920000,RB2501,3160.23,3177.3,3159.03,3160.13,16111,322
1760867920000,HC2501,3177.38,3184.85,3167.38,3171.03,15940,322
1760867925000,RB2501,3159.19,3164.74,3155.73,3158.37,16764,323
1760867925000,HC2501,3171.76,3178.26,3167.44,3173.54,16712,323
1760867930000,RB2501,3159.13,3181.94,3154.86,3181.6,16891,324
1760867930000,HC2501,3172.97,3175.83,3163.21,3163.45,16774,324
1760867935000,RB2501,3182.29,3193.58,3171.82,3175.66,16787,325
1760867935000,HC2501,3162.67,3166.22,3141.35,3147.27,16295,325
1760867940000,RB2501,3175.87,3185.24,3169.04,3184.82,16758,324
1760867940000,HC2501,3147.22,3156.76,3139.76,3144.94,17079,324
1760867945000,RB2501,3185.09,3186.88,3175.54,3186.17,16407,322
1760867945000,HC2501,3144.54,3155.38,3143.01,3144.84,16519,322
1760867950000,RB2501,3185.29,3196.81,3183.34,3190.59,15784,323
1760867950000,HC2501,3145.54,3148.66,3123.4,3123.58,15927,323
1760867955000,RB2501,3190.56,3199.05,3186.92,3197.68,16209,323
1760867955000,HC2501,3124.43,3138.3,3121.46,3126.27,16384,323
1760867960000,RB2501,3197.48,3199.93,3191.81,3199.5,16663,323
1760867960000,HC2501,3126.83,3126.83,3112.07,3112.35,16689,323
1760867965000,RB2501,3200.4,3205.93,3188.41,3193.45,15971,323
1760867965000,HC2501,3112.56,3116.66,3103.68,3111.65,16737,323
1760867970000,RB2501,3192.85,3195.97,3173.94,3178.98,16403,322
1760867970000,HC2501,3112.09,3123.06,3101.07,3104.18,16850,322
1760867975000,RB2501,3179.38,3190.6,3174.43,3182.32,16317,322
1760867975000,HC2501,3103.9,3105.89,3082.61,3083.11,16478,322
1760867980000,RB2501,3181.43,3185.34,3176.94,3182.25,16174,323
1760867980000,HC2501,3083.75,3085.36,3070.37,3071.75,16808,323
1760867985000,RB2501,3182.58,3187.55,3168.13,3169.31,16482,322
1760867985000,HC2501,3072.66,3076.08,3065.19,3075.06,16801,322
1760867990000,RB2501,3169.84,3169.84,3159.06,3165.86,16334,323
1760867990000,HC2501,3074.07,3085.02,3066.11,3070.59,16149,323
1760867995000,RB2501,3164.87,3169.01,3157.57,3160.25,17027,323
1760867995000,HC2501,3069.93,3074.35,3062.94,3063.59,16955,323
1760868000000,RB2501,3160.34,3192.54,3159.03,3192.54,16874,322
1760868000000,HC2501,3064.51,3064.82,3049.51,3055.82,16833,322
1760868005000,RB2501,3192.95,3214.61,3191.54,3208.95,15906,322
1760868005000,HC2501,3055.01,3068.91,3052.63,3065.89,16875,322
1760868010000,RB2501,3208.1,3217.14,3204.32,3212.77,16383,322
1760868010000,HC2501,3066.14,3075.43,3059.92,3070.78,16467,322
1760868015000,RB2501,3213.44,3218.72,3206.8,3214.12,16226,323
1760868015000,HC2501,3071.65,3080.76,3066.13,3077.99,16605,323
1760868020000,RB2501,3214.85,3222.33,3192.39,3196.13,16177,323
1760868020000,HC2501,3078.67,3095.27,3078.08,3086.97,16692,323
1760868025000,RB2501,3196.04,3204.16,3186.58,3198.39,15742,322
1760868025000,HC2501,3087.34,3091.91,3083.32,3087.79,16087,322
1760868030000,RB2501,3199.12,3201.3,3189.55,3194.31,16456,323
1760868030000,HC2501,3087.56,3107.55,3083.93,3103.93,16529,323
1760868035000,RB2501,3195.2,3200.96,3186.08,3200.46,15460,323
1760868035000,HC2501,3104.61,3110.37,3096.98,3102.27,16414,323
1760868040000,RB2501,3199.87,3202.48,3191.27,3195.6,15828,322
1760868040000,HC2501,3101.82,3102.59,3094.63,3094.63,15869,322
1760868045000,RB2501,3195.49,3199,3180.56,3185.2,16734,323
1760868045000,HC2501,3095.15,3115,3091.2,3112.66,16750,323
1760868050000,RB2501,3184.67,3185.91,3167.63,3173.21,16293,324
1760868050000,HC2501,3112.35,3113.16,3097.88,3101.04,16294,324
1760868055000,RB2501,3174.09,3182.53,3168.57,3169.94,16437,322
1760868055000,HC2501,3100.59,3107.36,3098.29,3104.07,16920,322
1760868060000,RB2501,3169.15,3170.28,3155.58,3163.94,15927,323
1760868060000,HC2501,3104.58,3105.23,3087.9,3090.74,16605,323
1760868065000,RB2501,3163.21,3169.08,3158.04,3164.65,16850,323
1760868065000,HC2501,3090.13,3106.59,3083.29,3105.21,17104,323
1760868070000,RB2501,3164.88,3177.84,3164.88,3169.26,15983,323
1760868070000,HC2501,3105.88,3119.84,3100.78,3115.71,16726,323
1760868075000,RB2501,3169.47,3172.74,3151.81,3155.7,16601,323
1760868075000,HC2501,3115.11,3122.19,3106.21,3120.42,16089,323
1760868080000,RB2501,3155.76,3159.87,3148.7,3157.15,16367,321
1760868080000,HC2501,3121.17,3124.23,3108.53,3116.75,16143,321
1760868085000,RB2501,3158.04,3173.88,3153.64,3169.1,16671,323
1760868085000,HC2501,3117.7,3120.58,3110.22,3112.07,16116,323
1760868090000,RB2501,3168.34,3182.79,3165.82,3180.17,16073,322
1760868090000,HC2501,3112.92,3116.69,3108.45,3114.68,16434,322
1760868095000,RB2501,3180.4,3182.33,3166.02,3174.36,16463,323
1760868095000,HC2501,3114.49,3122.95,3110.46,3112.93,15920,323
1760868100000,RB2501,3173.85,3176.87,3164.16,3171.53,17137,323
1760868100000,HC2501,3113.17,3116.67,3098.17,3100.93,17079,323
1760868105000,RB2501,3171.83,3188.74,3170.45,3172.21,16655,323
1760868105000,HC2501,3101.71,3102.32,3090.4,3096.31,16731,323
1760868110000,RB2501,3172.2,3177.29,3153.48,3155.55,15942,323
1760868110000,HC2501,3095.47,3097.24,3079.69,3081.84,16130,323
1760868115000,RB2501,3155.97,3172.66,3153.31,3168.48,16353,323
1760868115000,HC2501,3080.97,3084.63,3066.79,3071.31,17059,323
1760868120000,RB2501,3168.4,3179.01,3161.44,3163.29,16746,323
1760868120000,HC2501,3071.72,3078.96,3060.61,3071.83,16323,323
1760868125000,RB2501,3162.71,3165.22,3151.19,3151.19,16257,322
1760868125000,HC2501,3072.61,3075.17,3057.8,3069.74,16545,322
1760868130000,RB2501,3151.76,3153.71,3141.96,3144.72,15918,323
1760868130000,HC2501,3070.41,3074.34,3061.83,3062.61,15844,323
1760868135000,RB2501,3144.89,3148.66,3130.92,3138.55,16474,323
1760868135000,HC2501,3062.55,3069.32,3056.07,3060.28,15550,323
1760868140000,RB2501,3137.84,3141.31,3123.19,3126.41,15580,322
1760868140000,HC2501,3061.14,3071.29,3058.52,3067.44,16364,322
1760868145000,RB2501,3127.19,3143.58,3121.4,3143.58,16704,324
1760868145000,HC2501,3067.04,3075.95,3062.71,3073.31,16650,324
1760868150000,RB2501,3143.39,3151.46,3139.22,3148.18,16741,322
1760868150000,HC2501,3073.08,3077.46,3067.48,3075.31,16646,322
1760868155000,RB2501,3148.52,3150.74,3140.86,3149.06,16028,322
1760868155000,HC2501,3075.39,3075.39,3051.81,3052.38,16668,322
1760868160000,RB2501,3148.67,3148.67,3129.01,3130.29,16754,323
1760868160000,HC2501,3051.45,3055.81,3044.47,3055.05,16530,323
1760868165000,RB2501,3130.93,3146.88,3130.93,3145.01,16343,323
1760868165000,HC2501,3055.04,3056.64,3033.91,3037.81,15952,323
1760868170000,RB2501,3145.91,3164.78,3145.91,3154.97,16050,322
1760868170000,HC2501,3038.26,3047.31,3029.74,3043.38,16343,322
1760868175000,RB2501,3155.12,3163.91,3151.56,3154.36,16128,323
1760868175000,HC2501,3044.36,3053.33,3036.48,3038.04,16514,323
1760868180000,RB2501,3154.88,3167.05,3151.08,3166.11,16834,322
1760868180000,HC2501,3038.62,3040.37,3026.34,3036.83,16431,322
1760868185000,RB2501,3165.52,3174.23,3165.52,3171.13,17133,323
1760868185000,HC2501,3037.51,3051.11,3033.82,3047.49,16177,323
1760868190000,RB2501,3170.46,3170.99,3147.38,3147.38,16569,322
1760868190000,HC2501,3047.7,3050.56,3029,3034.48,16120,322
1760868195000,RB2501,3146.97,3160.58,3146.04,3157.74,15813,323
1760868195000,HC2501,3034.35,3037.23,3012.95,3021.29,16320,323
1760868200000,RB2501,3157.27,3162.47,3152.46,3153.99,16989,323
1760868200000,HC2501,3020.71,3025.93,3011.49,3018.66,15846,323
1760868205000,RB2501,3154.13,3167.29,3154.13,3156.78,16243,323
1760868205000,HC2501,3018.24,3025.23,3015.57,3020.76,16126,323
1760868210000,RB2501,3157.27,3159.17,3143.88,3144.19,16287,322
1760868210000,HC2501,3021.44,3025.29,3010.73,3010.92,15892,322
1760868215000,RB2501,3144.84,3152.25,3136.11,3142.12,16045,322
1760868215000,HC2501,3010.59,3039.14,3009.62,3037.72,16283,322
1760868220000,RB2501,3143.05,3151.39,3139.31,3143.99,16337,323
1760868220000,HC2501,3037.46,3056.2,3034.43,3056.2,16431,323
1760868225000,RB2501,3143.88,3151.92,3137.14,3149.42,16760,323
1760868225000,HC2501,3055.84,3058.4,3048.93,3052.86,16833,323
1760868230000,RB2501,3148.71,3155.59,3140.47,3154.22,16175,323
1760868230000,HC2501,3051.87,3055.19,3043.81,3047.96,16551,323
1760868235000,RB2501,3153.89,3160.58,3145.99,3146.32,15939,323
1760868235000,HC2501,3048.02,3055.36,3030.34,3033.25,16482,323
1760868240000,RB2501,3146.14,3150.84,3137.25,3147.38,15615,322
1760868240000,HC2501,3033.88,3050.27,3028.47,3049.04,15794,322
1760868245000,RB2501,3147.34,3152.57,3135.39,3138.83,16370,322
1760868245000,HC2501,3049.11,3051.9,3041.22,3041.39,16967,322
1760868250000,RB2501,3138.12,3151.34,3137.19,3147.01,16586,323
1760868250000,HC2501,3041.88,3052.54,3039.13,3043.43,16207,323
1760868255000,RB2501,3146.03,3168.79,3142.21,3168.2,16367,322
1760868255000,HC2501,3044.11,3046.27,3031.46,3039.96,16881,322
1760868260000,RB2501,3168.31,3176.09,3164.38,3164.38,16089,322
1760868260000,HC2501,3039.04,3053.05,3036.18,3047.24,16423,322
1760868265000,RB2501,3164.29,3175.36,3163.63,3175.36,16537,323
1760868265000,HC2501,3047.99,3050.76,3037.55,3039.18,16558,323
1760868270000,RB2501,3175.77,3183.8,3173.93,3177.51,16591,322
1760868270000,HC2501,3038.18,3060.74,3037.78,3060.05,16721,322
1760868275000,RB2501,3178.46,3187.76,3165.41,3183.12,16793,322
1760868275000,HC2501,3059.19,3062.89,3045.42,3050.14,15849,322
1760868280000,RB2501,3183.68,3197.78,3181.82,3194.12,16201,323
1760868280000,HC2501,3050.17,3051.01,3034.33,3034.33,16610,323
1760868285000,RB2501,3194.87,3199.37,3184.98,3190.98,17150,323
1760868285000,HC2501,3035.19,3035.68,3017.69,3021.09,16799,323
1760868290000,RB2501,3191.85,3192,3171.74,3180.85,16112,323
1760868290000,HC2501,3021.95,3025.66,3009.47,3014.05,16740,323
1760868295000,RB2501,3181.17,3188.95,3174.54,3174.72,16277,323
1760868295000,HC2501,3014.69,3041.23,3014.63,3039.79,16769,323
1760868300000,RB2501,3174.93,3180.75,3167.51,3173.73,16532,322
1760868300000,HC2501,3040.12,3040.12,3022,3029.15,16472,322
1760868305000,RB2501,3174.41,3185.37,3171.63,3177.97,16372,322
1760868305000,HC2501,3029.61,3033.7,3019.33,3022.35,15975,322
1760868310000,RB2501,3177.9,3184.26,3171.03,3180.7,16765,323
1760868310000,HC2501,3022.93,3023.55,3005.46,3017.34,16034,323
1760868315000,RB2501,3181.67,3182.92,3168.51,3180.16,16683,322
1760868315000,HC2501,3016.49,3017.85,3006.19,3010.88,15992,322
1760868320000,RB2501,3179.52,3190.75,3174.34,3189.94,16649,323
1760868320000,HC2501,3010.88,3030.01,3009.52,3024.33,16932,323
1760868325000,RB2501,3189.45,3199.58,3185.27,3191.58,16145,323
1760868325000,HC2501,3023.59,3030.92,3020.22,3028.41,16257,323
1760868330000,RB2501,3192.01,3198.9,3177.03,3178.58,16301,322
1760868330000,HC2501,3027.47,3041.39,3026.64,3038.66,16347,322
1760868335000,RB2501,3179.41,3185.61,3174.79,3184.29,16232,322
1760868335000,HC2501,3039.08,3044.5,3019.39,3022.25,16326,322
1760868340000,RB2501,3184.53,3190.64,3179.2,3180.62,17138,323
1760868340000,HC2501,3021.56,3033.36,3021.27,3028.21,16349,323
1760868345000,RB2501,3179.91,3184.57,3172.81,3176,16784,322
1760868345000,HC2501,3027.31,3048.28,3026.21,3034.16,16363,322
1760868350000,RB2501,3176.2,3180.91,3166.28,3169.62,16399,323
1760868350000,HC2501,3034.05,3036.29,3016.9,3017.62,16681,323
1760868355000,RB2501,3169.22,3175.83,3167.72,3170.05,16393,322
1760868355000,HC2501,3017.88,3027.11,3011.37,3017.09,15869,322
1760868360000,RB2501,3169.38,3180.9,3166.63,3173.83,16437,322
1760868360000,HC2501,3017.2,3025.21,3014.19,3020.34,16519,322
1760868365000,RB2501,3174.5,3178.42,3160.86,3173.87,16077,323
1760868365000,HC2501,3020.23,3025.91,3016.16,3024.33,16227,323
1760868370000,RB2501,3174.08,3195.57,3174.02,3191.38,15749,323
1760868370000,HC2501,3024.73,3027.83,3013.58,3013.6,16663,323
1760868375000,RB2501,3190.79,3195.54,3184.17,3188.6,15944,322
1760868375000,HC2501,3013.38,3023.62,3007.84,3021.24,16110,322
1760868380000,RB2501,3188.92,3204.06,3187.45,3198.05,16720,322
1760868380000,HC2501,3020.49,3046.75,3019.14,3041.27,16707,322
1760868385000,RB2501,3198.16,3203.54,3182.87,3188.83,16869,323
1760868385000,HC2501,3041.63,3042.95,3026.05,3027.04,16259,323
1760868390000,RB2501,3188.82,3201.57,3188.82,3194.13,15963,322
1760868390000,HC2501,3027.29,3036.67,3021.07,3028.09,16512,322
1760868395000,RB2501,3193.94,3199.05,3187.05,3194.83,16676,323
1760868395000,HC2501,3027.2,3036.52,3020.75,3035.93,16285,323
1760868400000,RB2501,3194.35,3205.87,3192.78,3195.02,16931,322
