t_start_ms,i,o,h,l,c,v,n
1760876520000,HC2501,2353.18,2375.78,2324.64,2333.8,197034,3870
1760876580000,RB2501,3940.82,3997.26,3928.49,3994.8,197263,3870
1760876580000,HC2501,2334.05,2360.62,2310.7,2358.4,199730,3870
1760876640000,RB2501,3995.26,4019.82,3971.85,4007.74,199847,3871
1760876640000,HC2501,2358.86,2386.4,2333.9,2342.94,194423,3871
1760876700000,RB2501,4007.33,4015.47,3935.78,3936.66,197076,3868
1760876700000,HC2501,2342.44,2365.5,2329.72,2343.42,198307,3868
1760876760000,RB2501,3936.79,3958.42,3876.81,3881.07,197926,3871
1760876760000,HC2501,2342.72,2346.2,2276.98,2301.78,194781,3871
1760876820000,RB2501,3880.57,3891.09,3829.86,3854.5,197359,3870
1760876820000,HC2501,2301.46,2358.71,2295.12,2356.46,197929,3870
1760876880000,RB2501,3853.94,3862.53,3810.9,3811.56,195299,3869
1760876880000,HC2501,2355.57,2383.61,2340.86,2369.66,197887,3869
1760876940000,RB2501,3812.41,3815.18,3763.37,3771.39,199714,3869
1760876940000,HC2501,2370.39,2421.54,2365.56,2410.96,197991,3869
1760877000000,RB2501,3771.47,3780.97,3747.39,3755.89,198515,3869
1760877000000,HC2501,2410.79,2423.09,2374.4,2395.54,196200,3869
1760877060000,RB2501,3755.17,3768.58,3726.98,3756.83,195424,3869
1760877060000,HC2501,2395.03,2401.3,2359.91,2362.09,197346,3869
1760877120000,RB2501,3756.9,3844.21,3749.58,3842.44,197752,3870
1760877120000,HC2501,2362.92,2382.28,2325.25,2375.86,196396,3870
1760877180000,RB2501,3843.2,3847,3803.27,3835.94,198521,3868
1760877180000,HC2501,2375.5,2394.02,2329.46,2337.96,198327,3868
1760877240000,RB2501,3835.31,3847.16,3792.62,3793.6,195295,3870
1760877240000,HC2501,2337.59,2350.11,2287.81,2329.4,198994,3870
1760877300000,RB2501,3793.72,3868.04,3792.23,3854.1,197440,3870
1760877300000,HC2501,2329.24,2387.27,2320.48,2365.92,198306,3870
1760877360000,RB2501,3853.54,3905.93,3816.32,3899.94,197139,3868
1760877360000,HC2501,2366.38,2388.3,2331.83,2345.75,196375,3868
1760877420000,RB2501,3900.24,3923.02,3870.09,3870.09,197682,3871
1760877420000,HC2501,2345.92,2348.42,2313.08,2317.02,197138,3871
1760877480000,RB2501,3869.28,3884.02,3816.29,3873.22,197099,3868
1760877480000,HC2501,2317.81,2319.07,2257.69,2290.37,198653,3868
1760877540000,RB2501,3873.86,3908.62,3859.23,3897.18,197890,3867
1760877540000,HC2501,2291.12,2311.26,2257.1,2307.86,199338,3867
1760877600000,RB2501,3897.1,3905.12,3875.21,3895.5,199221,3871
1760877600000,HC2501,2307.09,2318.67,2188.93,2192.32,195624,3871
1760877660000,RB2501,3896.14,3923.33,3873.09,3873.48,198762,3870
1760877660000,HC2501,2192.58,2290.84,2183.48,2238.55,194954,3870
1760877720000,RB2501,3874.18,3881.91,3836.35,3851.63,197542,3869
1760877720000,HC2501,2237.74,2241,2171.63,2182.12,197946,3869
1760877780000,RB2501,3851.22,3864.02,3818.25,3863.3,195927,3865
1760877780000,HC2501,2182.11,2232.69,2182.11,2212.82,197913,3865
1760877840000,RB2501,3862.44,3884.69,3815.06,3817.92,195267,3860
1760877840000,HC2501,2212.97,2241.75,2200.7,2204.16,196991,3860
1760877900000,RB2501,3818.51,3903.3,3800.83,3894.32,196359,3870
1760877900000,HC2501,2203.56,2224.03,2187.78,2197.64,196929,3870
1760877960000,RB2501,3894.17,3916.95,3882.42,3905.74,197901,3869
1760877960000,HC2501,2197.17,2199.65,2119.31,2156.36,197221,3869
1760878020000,RB2501,3906.7,3925.44,3871.26,3924.47,198321,3869
1760878020000,HC2501,2155.65,2215.74,2149.12,2187.46,197552,3869
1760878080000,RB2501,3925.27,3934.61,3859.57,3861.19,197903,3868
1760878080000,HC2501,2187.33,2224.63,2152.48,2162.9,195562,3868
1760878140000,RB2501,3860.44,3865.48,3800.81,3818.04,198885,3868
1760878140000,HC2501,2162.64,2186.33,2137.99,2142.33,198546,3868
1760878200000,RB2501,3817.37,3851.24,3805.96,3822.77,198743,3871
1760878200000,HC2501,2141.97,2222.46,2137.13,2210.93,199141,3871
1760878260000,RB2501,3822.18,3852.87,3806.56,3835.35,196712,3869
1760878260000,HC2501,2211.66,2313.97,2204.01,2312.47,198414,3869
1760878320000,RB2501,3834.38,3857.46,3825.16,3845.73,199435,3871
1760878320000,HC2501,2311.94,2329.01,2277.37,2292.12,199141,3871
1760878380000,RB2501,3846.04,3858.85,3820.07,3821.19,197149,3870
1760878380000,HC2501,2291.33,2348.12,2290.51,2347.15,197718,3870
1760878440000,RB2501,3821.71,3837.78,3794.65,3796.86,198978,3869
1760878440000,HC2501,2347.07,2382.86,2342.14,2358.19,196971,3869
1760878500000,RB2501,3796.71,3848.98,3795.3,3810.41,197395,3869
1760878500000,HC2501,2358.32,2383.85,2316.63,2325.04,196890,3869
1760878560000,RB2501,3809.75,3843.16,3787.59,3790.48,197798,3874
1760878560000,HC2501,2324.08,2382.89,2314.33,2370.55,198257,3874
1760878620000,RB2501,3789.63,3810.84,3726.28,3753.04,195376,3870
1760878620000,HC2501,2370.62,2388.65,2338,2381.61,196119,3870
1760878680000,RB2501,3752.51,3779.59,3716.19,3722.08,196669,3868
1760878680000,HC2501,2382.21,2420.57,2381.17,2398.54,196771,3868
1760878740000,RB2501,3721.62,3784.12,3715.86,3772.79,198092,3869
1760878740000,HC2501,2397.98,2425.72,2387.32,2421.11,200131,3869
1760878800000,RB2501,3772.61,3774.51,3716.16,3717.76,198153,3872
1760878800000,HC2501,2422.05,2461.03,2404.17,2457.24,196853,3872
1760878860000,RB2501,3717.76,3722.14,3666.64,3699.5,196446,3870
1760878860000,HC2501,2457.06,2492.44,2445.8,2480.26,198579,3870
1760878920000,RB2501,3700.47,3700.78,3656.74,3665.61,197186,3871
1760878920000,HC2501,2481.12,2484.95,2414.39,2443.7,196307,3871
1760878980000,RB2501,3666.23,3705.21,3661.53,3705.21,198379,3871
1760878980000,HC2501,2444.35,2464.03,2428.06,2441.8,198666,3871
1760879040000,RB2501,3704.95,3712.38,3665.29,3705.41,196803,3869
1760879040000,HC2501,2440.98,2487.92,2433.65,2470.6,198707,3869
1760879100000,RB2501,3704.64,3734.46,3695.51,3712.56,196179,3869
1760879100000,HC2501,2469.73,2484.94,2453.56,2460.82,197679,3869
1760879160000,RB2501,3713.03,3713.22,3682.13,3687.56,195255,3872
1760879160000,HC2501,2460.54,2490.9,2443,2451.28,196535,3872
1760879220000,RB2501,3687.14,3717.55,3661.79,3709.65,197142,3872
1760879220000,HC2501,2451.39,2498.9,2444.56,2473.67,198490,3872
1760879280000,RB2501,3708.7,3745.95,3679.99,3736.06,197108,3870
1760879280000,HC2501,2473.95,2556.83,2466.26,2551.99,198442,3870
1760879340000,RB2501,3736.76,3738.55,3675.79,3733.81,197765,3868
1760879340000,HC2501,2552.84,2596.49,2542.02,2575.9,199107,3868
1760879400000,RB2501,3734.23,3756.25,3718.93,3752.05,198196,3873
1760879400000,HC2501,2575.33,2590.05,2527.77,2550.59,197372,3873
1760879460000,RB2501,3751.66,3769.56,3723.7,3769.56,196029,3870
1760879460000,HC2501,2550.15,2609.79,2539.81,2600.91,198648,3870
1760879520000,RB2501,3769.77,3776.45,3701.54,3718.4,195853,3836
1760879520000,HC2501,2601.05,2656.94,2584.11,2646.19,195102,3836
1760879580000,RB2501,3717.58,3722.28,3680.8,3706.54,197001,3844
1760879580000,HC2501,2645.8,2658.41,2611.04,2640.66,196816,3844
1760879640000,RB2501,3707.35,3715.8,3645.62,3678.15,195325,3857
1760879640000,HC2501,2640.7,2653.76,2615.29,2636.14,196333,3857
1760879700000,RB2501,3678.88,3763.77,3670.66,3750.72,196657,3850
1760879700000,HC2501,2635.72,2681.97,2631.49,2659.8,196475,3850
1760879760000,RB2501,3749.73,3779.8,3712.32,3777.95,195589,3839
1760879760000,HC2501,2660.45,2687.06,2649.52,2683.42,196476,3839
1760879820000,RB2501,3778.7,3849.19,3768.46,3834.22,195533,3851
1760879820000,HC2501,2683.86,2698.68,2659.3,2677.66,195881,3851
1760879880000,RB2501,3834.44,3885.8,3813.7,3885.35,197822,3849
1760879880000,HC2501,2676.78,2690.32,2639,2690.26,195597,3849
1760879940000,RB2501,3884.83,3955.51,3880.58,3933.3,196872,3854
1760879940000,HC2501,2689.36,2737.8,2672.53,2731.86,197053,3854
1760880000000,RB2501,3934.29,3963,3918.11,3951.19,196588,3871
1760880000000,HC2501,2732.25,2827.36,2732.25,2822.78,195722,3871
1760880060000,RB2501,3951.04,3967.36,3920.66,3959,195776,3873
1760880060000,HC2501,2823.76,2840.44,2779,2814.66,197004,3873
1760880120000,RB2501,3958.14,4014.39,3955.54,4008.94,196081,3870
1760880120000,HC2501,2815.4,2842.94,2790.34,2820.71,196117,3870
1760880180000,RB2501,4008.17,4050.11,4005.51,4038.07,195035,3869
1760880180000,HC2501,2819.87,2883.21,2808.69,2851.84,198960,3869
1760880240000,RB2501,4037.53,4054.43,4006.16,4028.58,197484,3871
1760880240000,HC2501,2851.03,2891.46,2795.92,2865.87,198932,3871
1760880300000,RB2501,4028.49,4047.05,3971.39,3985.31,198250,3870
1760880300000,HC2501,2865.74,2879.79,2822.25,2822.6,198530,3870
1760880360000,RB2501,3985.28,4011.4,3981.42,3985.2,198690,3864
1760880360000,HC2501,2823.23,2831.2,2797.11,2821.13,197882,3864
1760880420000,RB2501,3986.07,3998.64,3959.53,3995.53,195558,3848
1760880420000,HC2501,2820.18,2861.86,2794.12,2850.12,196064,3848
1760880480000,RB2501,3996.45,4020.44,3982.46,4014.24,194108,3842
1760880480000,HC2501,2850.15,2868.5,2794.73,2801.71,198372,3842
1760880540000,RB2501,4013.73,4031.96,3987.76,4025.89,196821,3856
1760880540000,HC2501,2802.63,2827.07,2787.42,2792.44,196783,3856
1760880600000,RB2501,4025.38,4080.52,4016.32,4048.67,199066,3859
1760880600000,HC2501,2793,2819.97,2772.06,2786.87,195362,3859
1760880660000,RB2501,4049.23,4067.13,4012.7,4040.19,194872,3870
1760880660000,HC2501,2786.57,2797.27,2749.64,2759.33,199015,3870
1760880720000,RB2501,4040.88,4057.41,4024.21,4034.95,198565,3865
1760880720000,HC2501,2759.31,2764.08,2721.52,2729.03,194489,3865
1760880780000,RB2501,4034.76,4096.85,4034.13,4078.19,198357,3866
1760880780000,HC2501,2728.19,2736.59,2686.86,2717.87,196880,3866
1760880840000,RB2501,4078.2,4093.27,4046.39,4068.33,198166,3865
1760880840000,HC2501,2717.29,2724.21,2682.22,2692.44,196825,3865
1760880900000,RB2501,4068.86,4079.12,4038.16,4040.09,195075,3862
1760880900000,HC2501,2692.7,2696.03,2655.9,2681.31,195501,3862
1760880960000,RB2501,4040.69,4070.32,4028.86,4030.05,199204,3863
1760880960000,HC2501,2681.47,2730.77,2660.72,2720.11,195741,3863
1760881020000,RB2501,4029.75,4053.82,4008.08,4038,197088,3861
1760881020000,HC2501,2719.77,2726.74,2686.04,2713.04,195916,3861
1760881080000,RB2501,4038.19,4055.75,3981,4015.49,197361,3866
1760881080000,HC2501,2712.95,2724.21,2651.38,2671.6,199237,3866
t_start_ms,i,o,h,l,c,v,n
1760883000000,RB2501,3000.87,3019.18,2990.25,3015.52,39784,774
1760883000000,HC2501,3000.57,3010.17,2989.71,2994.13,39233,774
1760883060000,RB2501,3016.37,3055.74,3015.68,3032.77,198201,3890
1760883060000,HC2501,2993.26,3040.36,2966.25,2973.91,197490,3890
1760883120000,RB2501,3033.27,3070.88,3019.03,3055.68,200384,3890
1760883120000,HC2501,2974.91,2979.42,2927.81,2942.7,198293,3890
1760883180000,RB2501,3056.17,3081.01,3036.59,3047.04,199905,3888
1760883180000,HC2501,2942,2956.87,2923.92,2935.02,197495,3888
1760883240000,RB2501,3047.15,3081.89,3028.28,3066.65,198315,3887
1760883240000,HC2501,2934.91,2971.56,2926.47,2929.76,198193,3887
1760883300000,RB2501,3066.26,3073.79,3001.17,3002.66,199048,3885
1760883300000,HC2501,2929.77,2939.19,2910.04,2910.67,198472,3885
1760883360000,RB2501,3002.17,3002.23,2957.94,2965.91,199607,3889
1760883360000,HC2501,2909.85,2964.79,2908.62,2935.62,198343,3889
1760883420000,RB2501,2966.21,3028.53,2939.09,3017.55,197001,3884
1760883420000,HC2501,2934.82,2966.97,2911.36,2923.09,198140,3884
1760883480000,RB2501,3017.12,3023.03,2978.23,3008.42,196203,3892
1760883480000,HC2501,2923.13,2947.14,2912.96,2927.45,198674,3892
1760883540000,RB2501,3007.54,3066.25,3006.62,3059.94,200027,3897
1760883540000,HC2501,2927.48,2952.69,2910.86,2948.23,199329,3897
t_start_ms,i,o,h,l,c,v,n
1760884800000,RB2501,2999.02,3044.38,2981.22,3032.46,197393,3855
1760884800000,HC2501,2999.96,3071.34,2995.32,3064.2,195846,3855
1760884860000,RB2501,3031.56,3060.83,3004.84,3052.97,199796,3903
1760884860000,HC2501,3064.59,3085.98,3044.44,3077.59,201447,3903
1760884920000,RB2501,3052.95,3072.52,3041.98,3071.57,194984,3887
1760884920000,HC2501,3077.57,3117.33,3055.23,3101.94,199390,3887
1760884980000,RB2501,3070.62,3092.08,3034.69,3061.01,200808,3888
1760884980000,HC2501,3102.88,3151.38,3099.72,3150.34,196165,3888
1760885040000,RB2501,3060.56,3068.77,3009.23,3022.82,198986,3885
1760885040000,HC2501,3150.59,3165.1,3120.95,3154.36,200014,3885
1760885100000,RB2501,3023.45,3040.85,3010.01,3020.95,198752,3892
1760885100000,HC2501,3153.67,3202.97,3150.7,3188.38,199664,3892
